attendee_id,direction,trip_option,leg1_mode,leg1_length,leg1_duration,leg2_mode,leg2_length,leg2_duration,leg3_mode,leg3_length,leg3_duration,leg4_mode,leg4_length,leg4_duration,leg5_mode,leg5_length,leg5_duration,leg6_mode,leg6_length,leg6_duration,leg7_mode,leg7_length,leg7_duration,leg8_mode,leg8_length,leg8_duration,leg9_mode,leg9_length,leg9_duration,leg10_mode,leg10_length,leg10_duration,leg11_mode,leg11_length,leg11_duration,leg12_mode,leg12_length,leg12_duration,leg13_mode,leg13_length,leg13_duration,total_duration,total_length,leg1_carbon,leg2_carbon,leg3_carbon,leg4_carbon,leg5_carbon,leg6_carbon,leg7_carbon,leg8_carbon,leg9_carbon,leg10_carbon,leg11_carbon,leg12_carbon,leg13_carbon,calculated_total_carbon_footprint,leg1_cost,leg2_cost,leg3_cost,leg4_cost,leg5_cost,leg6_cost,leg7_cost,leg8_cost,leg9_cost,leg10_cost,leg11_cost,leg12_cost,leg13_cost,calculated_total_cost,leg_count
A00022,ret,1,CAR,245.31221,151.53333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.53333333333333,245.31221,47099.944319999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47099.944319999995,104.25768925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.25768925,1
A00023,ret,1,BICYCLE,21.75139,75.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.55,21.75139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00024,ret,1,WALK,13.99738,179.11666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.11666666666667,13.99738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00025,ret,1,BICYCLE,17.6058,62.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.15,17.6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00026,ret,1,BICYCLE,32.83993,114.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.65,32.83993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00027,ret,1,CAR,149.46007999999998,102.63333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.63333333333334,149.46007999999998,28696.335359999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28696.335359999997,63.52053399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.52053399999999,1
A00028,ret,1,BICYCLE,23.9441,84.03333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.03333333333333,23.9441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00029,ret,1,CAR,179.83575,113.31666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.31666666666666,179.83575,34528.464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34528.464,76.43019375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.43019375,1
A00030,ret,1,CAR,106.73999,76.33333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.33333333333333,106.73999,20494.07808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20494.07808,45.36449575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.36449575,1
A00031,ret,1,BICYCLE,27.20068,99.01666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.01666666666668,27.20068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00032,ret,1,WALK,3.84856,49.48333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.48333333333333,3.84856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00033,ret,1,CAR,110.53508,78.63333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.63333333333334,110.53508,21222.73536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21222.73536,46.977408999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.977408999999994,1
A00034,ret,1,BICYCLE,24.00803,84.03333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.03333333333333,24.00803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00035,ret,1,WALK,5.89609,75.88333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.88333333333334,5.89609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00036,ret,1,BICYCLE,16.27476,60.13333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.13333333333333,16.27476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00037,ret,1,WALK,13.7183,175.56666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.56666666666666,13.7183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00038,ret,1,WALK,13.39448,170.13333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.13333333333333,13.39448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00039,ret,1,CAR,159.3341,103.81666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.81666666666666,159.3341,30592.1472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30592.1472,67.7169925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.7169925,1
A00040,ret,1,BICYCLE,25.71157,91.08333333333331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.08333333333331,25.71157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00042,ret,1,BICYCLE,18.52702,67.33333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.33333333333333,18.52702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00043,ret,1,CAR,131.25263,83.66666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.66666666666667,131.25263,25200.504960000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25200.504960000002,55.782367750000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.782367750000006,1
A00044,ret,1,CAR,180.1156,116.51666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.51666666666668,180.1156,34582.1952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34582.1952,76.54913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.54913,1
A00045,ret,1,CAR,195.32586,121.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.45,195.32586,37502.56512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37502.56512,83.0134905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0134905,1
A00046,ret,1,WALK,5.29686,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.2,5.29686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00047,ret,1,WALK,6.08002,77.31666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31666666666666,6.08002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00048,ret,1,WALK,11.51578,148.01666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.01666666666668,11.51578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00049,ret,1,WALK,12.01332,154.16666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.16666666666666,12.01332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00050,ret,1,BICYCLE,30.17641,105.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.75,30.17641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00051,ret,1,WALK,6.91067,88.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.4,6.91067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00052,ret,2,WALK,2.53727,32.983333333333334,BUS,7.9465,21.0,WALK,0.18037,2.55,RAIL,80.00296,46.0,WALK,0.17661,2.683333333333333,RAIL,192.16881,111.0,WALK,0.21508,3.333333333333333,BUS,34.3195,32.0,WALK,2.29133,29.05,,,,,,,,,,,,,280.6,319.83843,0.0,834.3825,0.0,3280.12136,0.0,7878.92121,0.0,3603.5474999999997,0.0,0.0,0.0,0.0,0.0,15596.972570000002,0.0,1.5893000000000002,0.0,12.000444,0.0,28.8253215,0.0,6.8639,0.0,0.0,0.0,0.0,0.0,49.2789655,9
A00053,ret,1,CAR,116.60127,73.58333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.58333333333333,116.60127,22387.44384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22387.44384,49.55553975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.55553975,1
A00054,ret,1,BICYCLE,22.70236,81.86666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.86666666666666,22.70236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00055,ret,1,WALK,11.07705,142.48333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.48333333333332,11.07705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00056,ret,1,WALK,6.997739999999999,89.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.75,6.997739999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00057,ret,1,WALK,2.16248,28.066666666666663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.066666666666663,2.16248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00058,ret,1,WALK,13.68776,175.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.2,13.68776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00059,ret,1,BICYCLE,49.74939,173.31666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.31666666666666,49.74939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00060,ret,1,CAR,143.07326,98.88333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.88333333333334,143.07326,27470.06592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27470.06592,60.8061355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.8061355,1
A00062,ret,1,CAR,137.88406,89.46666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.46666666666667,137.88406,26473.739520000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26473.739520000003,58.6007255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.6007255,1
A00063,ret,1,CAR,148.38115,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.4,148.38115,28489.1808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28489.1808,63.06198875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.06198875,1
A00064,ret,1,CAR,135.53541,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.6,135.53541,26022.798720000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26022.798720000003,57.60254925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.60254925,1
A00065,ret,1,BICYCLE,68.23003999999999,235.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.1,68.23003999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00066,ret,1,WALK,7.48762,94.71666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.71666666666668,7.48762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00067,ret,1,BICYCLE,55.16615,188.56666666666663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.56666666666663,55.16615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00068,ret,1,BICYCLE,25.60617,91.51666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.51666666666668,25.60617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00069,ret,1,BICYCLE,25.68167,88.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.95,25.68167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00071,ret,1,CAR,85.4294,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,85.4294,16402.4448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16402.4448,36.307495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.307495,1
A00072,ret,1,BICYCLE,32.5003,114.33333333333331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.33333333333331,32.5003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00073,ret,1,BICYCLE,16.29129,59.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.15,16.29129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00074,ret,1,BICYCLE,19.43031,70.38333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.38333333333334,19.43031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00075,ret,1,BICYCLE,31.22481,111.06666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.06666666666666,31.22481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00076,ret,1,BICYCLE,46.9331,161.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.6,46.9331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A00077,ret,1,CAR,97.86357,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.6,97.86357,18789.80544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18789.80544,41.59201725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.59201725,1
