Category,Metric,Min_Value,Min_File,Max_Value,Max_File,Average,Std_Dev,min_carbon_metrics,min_cost_metrics,min_leg_metrics,min_time_metrics
departure,transit_mode_SUBWAY_proportion,0.0,min_leg_metrics,0.0206185567010309,min_carbon_metrics,0.01030927835051545,0.01030927835051545,0.0206185567010309,0.0206185567010309,0.0,0.0
departure,transit_mode_BUS_count,6.0,min_leg_metrics,36.0,min_carbon_metrics,21.25,14.7542366796795,36.0,36.0,6.0,7.0
departure,transit_mode_BUS_proportion,0.0618556701030927,min_leg_metrics,0.3711340206185567,min_carbon_metrics,0.21907216494845358,0.15210553278020109,0.3711340206185567,0.3711340206185567,0.0618556701030927,0.0721649484536082
departure,transit_mode_RAIL_count,6.0,min_leg_metrics,36.0,min_carbon_metrics,21.25,14.7542366796795,36.0,36.0,6.0,7.0
departure,transit_mode_RAIL_proportion,0.0618556701030927,min_leg_metrics,0.3711340206185567,min_carbon_metrics,0.21907216494845358,0.15210553278020109,0.3711340206185567,0.3711340206185567,0.0618556701030927,0.0721649484536082
return,total_carbon_footprint,934992.52471,min_carbon_metrics,1245447.50647,min_time_metrics,1031484.5369275,127290.68152080743,934992.52471,935191.79037,1010306.32616,1245447.50647
return,avg_carbon_footprint,9842.026575894735,min_carbon_metrics,13109.973752315793,min_time_metrics,10857.731967657895,1339.9019107453432,9842.026575894735,9844.124109157896,10634.803433263158,13109.973752315793
return,total_cost,2125.246484,min_cost_metrics,2783.46946825,min_time_metrics,2326.4348005624997,270.4179494522177,2126.34042,2125.246484,2270.68283,2783.46946825
return,avg_cost,22.371015621052635,min_cost_metrics,29.29967861315789,min_time_metrics,24.488787374342106,2.8465047310759743,22.382530736842103,22.371015621052635,23.90192452631579,29.29967861315789
return,total_travel_time,4933.583333333334,min_time_metrics,10742.250000000002,min_cost_metrics,8591.125,2304.805072997257,8317.466666666667,10742.250000000002,10371.2,4933.583333333334
return,avg_travel_time,51.93245614035089,min_time_metrics,113.0763157894737,min_cost_metrics,90.43289473684212,24.26110603155007,87.55228070175438,113.0763157894737,109.17052631578947,51.93245614035089
return,total_legs,114.0,min_leg_metrics,151.0,min_carbon_metrics,131.75,17.311484627264065,151.0,147.0,114.0,115.0
return,avg_legs_per_attendee,1.2,min_leg_metrics,1.5894736842105264,min_carbon_metrics,1.3868421052631579,0.1822261539712007,1.5894736842105264,1.5473684210526315,1.2,1.2105263157894737
return,direct_mode_WALK_count,2.0,min_time_metrics,38.0,min_cost_metrics,20.0,16.1245154965971,6.0,38.0,34.0,2.0
return,direct_mode_WALK_proportion,0.0210526315789473,min_time_metrics,0.4,min_cost_metrics,0.21052631578947364,0.16973174206944316,0.0631578947368421,0.4,0.3578947368421052,0.0210526315789473
return,direct_mode_BICYCLE_count,2.0,min_time_metrics,58.0,min_carbon_metrics,28.0,19.8997487421324,58.0,26.0,26.0,2.0
return,direct_mode_BICYCLE_proportion,0.0210526315789473,min_time_metrics,0.6105263157894737,min_carbon_metrics,0.29473684210526313,0.2094710393908674,0.6105263157894737,0.2736842105263158,0.2736842105263158,0.0210526315789473
return,direct_mode_CAR_count,31.0,min_carbon_metrics,91.0,min_time_metrics,47.0,25.45584412271571,31.0,31.0,35.0,91.0
return,direct_mode_CAR_proportion,0.3263157894736842,min_carbon_metrics,0.9578947368421052,min_time_metrics,0.49473684210526314,0.2679562539233233,0.3263157894736842,0.3263157894736842,0.3684210526315789,0.9578947368421052
return,transit_mode_TRAM_count,0.0,min_carbon_metrics,0.0,min_carbon_metrics,0.0,0.0,0.0,0.0,0.0,0.0
return,transit_mode_TRAM_proportion,0.0,min_carbon_metrics,0.0,min_carbon_metrics,0.0,0.0,0.0,0.0,0.0,0.0
return,transit_mode_SUBWAY_count,0.0,min_carbon_metrics,0.0,min_carbon_metrics,0.0,0.0,0.0,0.0,0.0,0.0
return,transit_mode_SUBWAY_proportion,0.0,min_carbon_metrics,0.0,min_carbon_metrics,0.0,0.0,0.0,0.0,0.0,0.0
return,transit_mode_BUS_count,2.0,min_leg_metrics,6.0,min_carbon_metrics,4.0,2.0,6.0,6.0,2.0,2.0
return,transit_mode_BUS_proportion,0.0210526315789473,min_leg_metrics,0.0631578947368421,min_carbon_metrics,0.042105263157894694,0.0210526315789474,0.0631578947368421,0.0631578947368421,0.0210526315789473,0.0210526315789473
return,transit_mode_RAIL_count,2.0,min_leg_metrics,6.0,min_carbon_metrics,4.0,2.0,6.0,6.0,2.0,2.0
return,transit_mode_RAIL_proportion,0.0210526315789473,min_leg_metrics,0.0631578947368421,min_carbon_metrics,0.042105263157894694,0.0210526315789474,0.0631578947368421,0.0631578947368421,0.0210526315789473,0.0210526315789473
combined,total_carbon_footprint,1333567.62105,min_carbon_metrics,2458004.45891,min_time_metrics,1779090.2903149999,474937.4702411778,1333567.62105,1334056.52166,1990732.55964,2458004.45891
combined,total_cost,3353.92494575,min_cost_metrics,5553.16754725,min_time_metrics,4198.5312383125,915.8900654928723,3361.72854525,3353.92494575,4525.303915,5553.16754725
combined,total_travel_time,10780.8,min_time_metrics,25210.63333333333,min_cost_metrics,19458.8875,5331.629001187356,20203.88333333333,25210.63333333333,21640.233333333334,10780.8
combined,total_legs,261.0,min_leg_metrics,552.0,min_carbon_metrics,407.75,140.35379403493158,552.0,544.0,261.0,274.0
combined,avg_legs_per_attendee,2.6907216494845363,min_leg_metrics,5.690721649484536,min_carbon_metrics,4.203608247422681,1.4469463302570267,5.690721649484536,5.608247422680412,2.6907216494845363,2.8247422680412373
combined,direct_mode_WALK_count,7.0,min_time_metrics,69.0,min_cost_metrics,37.75,21.947380253688593,36.0,69.0,39.0,7.0
combined,direct_mode_WALK_proportion,0.0721649484536082,min_time_metrics,0.711340206185567,min_cost_metrics,0.38917525773195877,0.22626165209988242,0.3711340206185567,0.711340206185567,0.4020618556701031,0.0721649484536082
combined,direct_mode_BICYCLE_count,2.0,min_time_metrics,58.0,min_carbon_metrics,28.0,19.8997487421324,58.0,26.0,26.0,2.0
combined,direct_mode_BICYCLE_proportion,0.0206185567010309,min_time_metrics,0.5979381443298969,min_carbon_metrics,0.28865979381443296,0.20515204888796287,0.5979381443298969,0.268041237113402,0.268041237113402,0.0206185567010309
combined,direct_mode_CAR_count,31.0,min_carbon_metrics,92.0,min_time_metrics,47.5,25.773047937719745,31.0,31.0,36.0,92.0
combined,direct_mode_CAR_proportion,0.3195876288659793,min_carbon_metrics,0.9484536082474226,min_time_metrics,0.4896907216494845,0.2657015251311314,0.3195876288659793,0.3195876288659793,0.3711340206185567,0.9484536082474226
combined,transit_mode_TRAM_count,0.0,min_carbon_metrics,0.0,min_carbon_metrics,0.0,0.0,0.0,0.0,0.0,0.0
combined,transit_mode_TRAM_proportion,0.0,min_carbon_metrics,0.0,min_carbon_metrics,0.0,0.0,0.0,0.0,0.0,0.0
combined,transit_mode_SUBWAY_count,0.0,min_leg_metrics,2.0,min_carbon_metrics,1.0,1.0,2.0,2.0,0.0,0.0
combined,transit_mode_SUBWAY_proportion,0.0,min_leg_metrics,0.0206185567010309,min_carbon_metrics,0.01030927835051545,0.01030927835051545,0.0206185567010309,0.0206185567010309,0.0,0.0
combined,transit_mode_BUS_count,6.0,min_leg_metrics,36.0,min_carbon_metrics,21.25,14.7542366796795,36.0,36.0,6.0,7.0
combined,transit_mode_BUS_proportion,0.0618556701030927,min_leg_metrics,0.3711340206185567,min_carbon_metrics,0.21907216494845358,0.15210553278020109,0.3711340206185567,0.3711340206185567,0.0618556701030927,0.0721649484536082
combined,transit_mode_RAIL_count,6.0,min_leg_metrics,36.0,min_carbon_metrics,21.25,14.7542366796795,36.0,36.0,6.0,7.0
combined,transit_mode_RAIL_proportion,0.0618556701030927,min_leg_metrics,0.3711340206185567,min_carbon_metrics,0.21907216494845358,0.15210553278020109,0.3711340206185567,0.3711340206185567,0.0618556701030927,0.0721649484536082
combined,avg_carbon_per_attendee,13748.119804639176,min_carbon_metrics,25340.25215371134,min_time_metrics,18341.1370135567,4896.262579805955,13748.119804639176,13753.160017113403,20523.016078762885,25340.25215371134
combined,avg_cost_per_attendee,34.576545832474224,min_cost_metrics,57.24914997164949,min_time_metrics,43.28382719909794,9.44216562363786,34.65699531185567,34.576545832474224,46.65261768041237,57.24914997164949
combined,avg_travel_time_per_attendee,111.1422680412371,min_time_metrics,259.90343642611685,min_cost_metrics,200.607087628866,54.9652474349212,208.28745704467357,259.90343642611685,223.0951890034364,111.1422680412371
