Metric,Min_Value,Min_File,Max_Value,Max_File,Average,Std_Dev,min_carbon_metrics,min_cost_metrics,min_leg_metrics,min_time_metrics
total_carbon_footprint,1333567.62105,min_carbon_metrics,2458004.45891,min_time_metrics,1779090.2903149999,474937.4702411778,1333567.62105,1334056.52166,1990732.55964,2458004.45891
total_cost,3353.92494575,min_cost_metrics,5553.16754725,min_time_metrics,4198.5312383125,915.8900654928723,3361.72854525,3353.92494575,4525.303915,5553.16754725
total_travel_time,10780.8,min_time_metrics,25210.63333333333,min_cost_metrics,19458.8875,5331.629001187356,20203.88333333333,25210.63333333333,21640.233333333334,10780.8
total_legs,261.0,min_leg_metrics,552.0,min_carbon_metrics,407.75,140.35379403493158,552.0,544.0,261.0,274.0
avg_legs_per_attendee,2.6907216494845363,min_leg_metrics,5.690721649484536,min_carbon_metrics,4.203608247422681,1.4469463302570267,5.690721649484536,5.608247422680412,2.6907216494845363,2.8247422680412373
direct_mode_WALK_count,7.0,min_time_metrics,69.0,min_cost_metrics,37.75,21.947380253688593,36.0,69.0,39.0,7.0
direct_mode_WALK_proportion,0.0721649484536082,min_time_metrics,0.711340206185567,min_cost_metrics,0.38917525773195877,0.22626165209988242,0.3711340206185567,0.711340206185567,0.4020618556701031,0.0721649484536082
direct_mode_BICYCLE_count,2.0,min_time_metrics,58.0,min_carbon_metrics,28.0,19.8997487421324,58.0,26.0,26.0,2.0
direct_mode_BICYCLE_proportion,0.0206185567010309,min_time_metrics,0.5979381443298969,min_carbon_metrics,0.28865979381443296,0.20515204888796287,0.5979381443298969,0.268041237113402,0.268041237113402,0.0206185567010309
direct_mode_CAR_count,31.0,min_carbon_metrics,92.0,min_time_metrics,47.5,25.773047937719745,31.0,31.0,36.0,92.0
direct_mode_CAR_proportion,0.3195876288659793,min_carbon_metrics,0.9484536082474226,min_time_metrics,0.4896907216494845,0.2657015251311314,0.3195876288659793,0.3195876288659793,0.3711340206185567,0.9484536082474226
transit_mode_TRAM_count,0.0,min_carbon_metrics,0.0,min_carbon_metrics,0.0,0.0,0.0,0.0,0.0,0.0
transit_mode_TRAM_proportion,0.0,min_carbon_metrics,0.0,min_carbon_metrics,0.0,0.0,0.0,0.0,0.0,0.0
transit_mode_SUBWAY_count,0.0,min_leg_metrics,2.0,min_carbon_metrics,1.0,1.0,2.0,2.0,0.0,0.0
transit_mode_SUBWAY_proportion,0.0,min_leg_metrics,0.0206185567010309,min_carbon_metrics,0.01030927835051545,0.01030927835051545,0.0206185567010309,0.0206185567010309,0.0,0.0
transit_mode_BUS_count,6.0,min_leg_metrics,36.0,min_carbon_metrics,21.25,14.7542366796795,36.0,36.0,6.0,7.0
transit_mode_BUS_proportion,0.0618556701030927,min_leg_metrics,0.3711340206185567,min_carbon_metrics,0.21907216494845358,0.15210553278020109,0.3711340206185567,0.3711340206185567,0.0618556701030927,0.0721649484536082
transit_mode_RAIL_count,6.0,min_leg_metrics,36.0,min_carbon_metrics,21.25,14.7542366796795,36.0,36.0,6.0,7.0
transit_mode_RAIL_proportion,0.0618556701030927,min_leg_metrics,0.3711340206185567,min_carbon_metrics,0.21907216494845358,0.15210553278020109,0.3711340206185567,0.3711340206185567,0.0618556701030927,0.0721649484536082
avg_carbon_per_attendee,13748.119804639176,min_carbon_metrics,25340.25215371134,min_time_metrics,18341.1370135567,4896.262579805955,13748.119804639176,13753.160017113403,20523.016078762885,25340.25215371134
avg_cost_per_attendee,34.576545832474224,min_cost_metrics,57.24914997164949,min_time_metrics,43.28382719909794,9.44216562363786,34.65699531185567,34.576545832474224,46.65261768041237,57.24914997164949
avg_travel_time_per_attendee,111.1422680412371,min_time_metrics,259.90343642611685,min_cost_metrics,200.607087628866,54.9652474349212,208.28745704467357,259.90343642611685,223.0951890034364,111.1422680412371
